DateTime,Date,Time,StationName,GroupName,Latitude,Longitude,Benthic Classification Name,Benthic Classification Code,Count,Comments,Active Construction,Algae Color,Algae Located,Aquatic Veg/Decaying Matter,Area 1 Sampled,Barriers To Fish Movement,Bottom Type,Channel Width,Collection Time (Net 1),Collection Time (Net 2),Collection Time (Net 3),Collection Time (Net 4),Cropland,Define Other Bank Composition,Define Other Land Use,Define Other Organism,Describe the Amount and Type of Litter,Fields,Fish Water Quality Indicators,Forest,Housing Development,Indicate Current and Potential Threats,Livestock Pasture,Logging,Mining,Odor,Oil and Gas Drilling,Other Land Use,Percent Algae,Percent Bare Soil,Percent Boulders,Percent Cobbles,Percent Grass,Percent Gravel,Percent Other,Percent Rocks,Percent Sand,Percent Shrubs,Percent Silt,Percent Trees,Sanitary Landfill,Silt/Sand/Gravel,Snags/Logs Jabs,Snags/Logs,Stability of Stream,Stream Bed Deposit,Stream Channel Erosion,Stream Channel Shade,Stream Flow,Surface Water Appearance,Trash Dump,Urban Uses,Vegetated Jabs,Vegetated,Weather Conditions,Weather Last 72 Hours
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Mayflies,M,0,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Sowbugs,SB,0,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Scuds,SC,0,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Stoneflies,SF,0,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,"Hellgrammites, Fishflies, and Alderflies",HFA,1,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Worms,W,2,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Beetles,B,3,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Most Caddisflies,MC,6,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Midges,MI,11,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Most True Flies,MTF,29,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-03T09:00:00,3/3/2015,9:00:00,09-PL22-Col-DR27,Reston Association,38.9619362,-77.3236086,Common Netspinners,CN,285,,No Potential,Dark Green,In Spots,,,No Barriers,Rocky,12,21-89,,,,No Potential,,,,No litter observed in stream. Unable to determine amount of litter around stream due to snow covering ground.,No Potential,Scattered Individuals,High,Moderate,Runoff from nearby roads and golf course upstream.,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,15,50,5,20,30,35,0,5,20,10,20,5,No Potential,,,,A Few Spots,Brown,Severe,High,Normal,Clear,No Potential,Slight,,,,Highs in 30s. Freezing rain 2 days prior. Lots of snow melt previous day; however
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Beetles,B,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Crayfish,C,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Clams,CL,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Gilled Snails,GS,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,"Hellgrammites, Fishflies, and Alderflies",HFA,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Leeches,L,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Lunged Snails,LS,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Mayflies,M,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Most Caddisflies,MC,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Most True Flies,MTF,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Other Organisms,OO,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Sowbugs,SB,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Scuds,SC,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Stoneflies,SF,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Worms,W,0,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Dragonflies and Damselflies,DD,1,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Blackflies,BF,2,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Midges,MI,9,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Flatworms,F,27,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2015-03-04T09:00:00,3/4/2015,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Common Netspinners,CN,173,,No Potential,Brown Coated,In Spots,,,No Barriers,Rocky,11,90,90,,,No Potential,,,,Did not see any litter in or around stream.,No Potential,Scattered Individuals,High,High,,No Potential,No Potential,No Potential,No Odor,No Potential,No Potential,70,5,5,5,0,5,0,5,5,20,60,70,No Potential,,,,No Spots,Brown,Slight,Moderate,High,Muddy,No Potential,High,,,,Rainy and Icy. Temperatures in 30s.
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Beetles,B,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Blackflies,BF,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Crayfish,C,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Clams,CL,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Flatworms,F,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Gilled Snails,GS,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,"Hellgrammites, Fishflies, and Alderflies",HFA,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Leeches,L,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Lunged Snails,LS,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Other Organisms,OO,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Sowbugs,SB,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Stoneflies,SF,0,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Dragonflies and Damselflies,DD,1,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Mayflies,M,1,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Most Caddisflies,MC,1,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Scuds,SC,2,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Worms,W,4,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
2016-03-04T09:00:00,3/4/2016,9:00:00,09-PL22-The-DR17,Reston Association,38.9227922,-77.3453976,Most True Flies,MTF,10,,,Brown Coated,Everywhere,,,No Barriers,Rocky,9.4,90,90,,,,,,,Saw two pieces of litter. It was a piece of foil and a pot.,,No Fish,High,Moderate,Fertilizer,,,,No Odor,,,100,5,5,55,5,20,0,15,5,60,15,15,,,,,No Spots,Orange Red,Slight,Moderate,Normal,Clear,,Moderate,,,,Fri 3-4-2016: Hi 40
