Id,Code,Name,NameLong,Description,Lat,Long,Cbseg,Datum,CityCounty,Fips,Huc12,Huc6Name,State,Tidal,WaterBody,Comments,Status,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate,StationSamplingMethodId
360,CWT.43,43,,At Pickett Avenue Bridge,37.2253,-77.4759,,NAD83,Chesterfield County,51041,020802071001,James,Virginia,FALSE,Oldtown Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.523Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.523Z,,Chesterfield WaterTrends
361,CWT.44,44,,At Warren Avenue,37.2342,-77.4534,,NAD83,Chesterfield County,51041,020802071001,James,Virginia,FALSE,Oldtown Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.54Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.54Z,,Chesterfield WaterTrends
362,CWT.45,45,,At Otterdale Road east side of culvert,37.4796,-77.6884,,NAD83,Chesterfield County,51041,020802070901,James,Virginia,FALSE,Swift Creek Reservoir-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.54Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.54Z,,Chesterfield WaterTrends
363,CWT.46,46,,At Appomattox Riverside Park on large rock on south bank of the river 370 feet from the parking lot,37.2329,-77.41581,,NAD83,Petersburg city,51730,020802071001,James,Virginia,FALSE,Oldtown Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.557Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.557Z,,Chesterfield WaterTrends
364,CWT.47,47,,Base of bridge crossing the creek east bank south of the bridge,37.457,-77.60006,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.57Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.57Z,,Chesterfield WaterTrends
365,CWT.48,48,,50 feet east of lower tennis court on west bank of the creek,37.5045,-77.5584,,NAD83,Chesterfield County,51041,020802050607,James,Virginia,FALSE,Little Westham Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.587Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.587Z,,Chesterfield WaterTrends
366,CWT.49,49,,End of first river-site dock on the conservation area trail,37.3711,-77.3627,,NAD83,Chesterfield County,51041,020802060106,James,Virginia,FALSE,Curles Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.587Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.587Z,,Chesterfield WaterTrends
367,CWT.50,50,,At private boat ramp located at the end of Riverview Court,37.3201,-77.3469,,NAD83,Chesterfield County,51041,020802071002,James,Virginia,FALSE,Ashton Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.603Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.603Z,,Chesterfield WaterTrends
368,CWT.51,51,,South bank about 75 yards west of Allied Road,37.3367,-77.3034,,NAD83,Chesterfield County,51041,020802071002,James,Virginia,FALSE,Ashton Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.617Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.617Z,,Chesterfield WaterTrends
369,CWT.52,52,,North river bank next to the second par bench on the Riverside Trail,37.2174,-77.5207,,NAD83,Chesterfield County,51041,020802071001,James,Virginia,FALSE,Oldtown Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.633Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.633Z,,Chesterfield WaterTrends
370,CWT.53,53,,North bank at the intersection of Beulah and Irongate Roads,37.4188,-77.4826,,NAD83,Chesterfield County,51041,020802060103,James,Virginia,FALSE,Proctors Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.65Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.65Z,,Chesterfield WaterTrends
371,CWT.54,54,,North side of the Highland Glen Drive culvert on the west bank of the creek,37.3303,-77.5172,,NAD83,Chesterfield County,51041,020802070903,James,Virginia,FALSE,Second Branch-Licking Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.65Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.65Z,,Chesterfield WaterTrends
372,CWT.55,55,,Middle of lake on east side of Highland Glen Drive Bridge at box culvert,37.3396,-77.5396,,NAD83,Chesterfield County,51041,020802070903,James,Virginia,FALSE,Second Branch-Licking Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.663Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.663Z,,Chesterfield WaterTrends
373,CWT.56,56,,West bank of creek at the northern end of Glebe Point Road culvert,37.3187,-77.4869,,NAD83,Chesterfield County,51041,020802070904,James,Virginia,FALSE,Franks Branch-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.68Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.68Z,,Chesterfield WaterTrends
374,CWT.57,57,,West bank of the creek north of the Overcreek Lane culvert,37.4444,-77.6539,,NAD83,Chesterfield County,51041,020802070902,James,Virginia,FALSE,Third Branch-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.697Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.697Z,,Chesterfield WaterTrends
375,CWT.58,58,,East bank of the creek next to the pool parking lot,37.4694,-77.5466,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.71Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.71Z,,Chesterfield WaterTrends
376,CWT.59,59,,East bank of the creek 100 feet south of the Pinetta Drive culvert,37.5071,-77.5575,,NAD83,Chesterfield County,51041,020802050607,James,Virginia,FALSE,Little Westham Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.727Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.727Z,,Chesterfield WaterTrends
377,CWT.60,60,,South bank of creek 75 feet west of the Greenway Crossing Drive culvert,37.4877,-77.6637,,NAD83,Chesterfield County,51041,020802070901,James,Virginia,FALSE,Swift Creek Reservoir-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.727Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.727Z,,Chesterfield WaterTrends
378,CWT.61,61,,East bank of the creek behind 1300 Lomond Drive,37.4714,-77.611,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.743Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.743Z,,Chesterfield WaterTrends
379,CWT.62,62,,North end of culvert at the intersection of Chester Road and Hamlin Creek Parkway,37.3839,-77.4526,,NAD83,Chesterfield County,51041,020802060103,James,Virginia,FALSE,Proctors Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.757Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.757Z,,Chesterfield WaterTrends
380,CWT.63,63,,North bank of creek approximately 930 feet southeast of residence at 21921 Skinquarter Road,37.3998,-77.8075,,NAD83,Chesterfield County,51041,020802070604,James,Virginia,FALSE,Smacks Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.773Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.773Z,,Chesterfield WaterTrends
381,CWT.64,64,,Test site is on the north bank of creek at south end of Old Salem Church Road,37.4089,-77.4803,,NAD83,Chesterfield County,51041,020802060103,James,Virginia,FALSE,Proctors Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.79Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.79Z,,Chesterfield WaterTrends
382,CWT.65,65,,At Creekbrook Drive bridge,37.5191,-77.6849,,NAD83,Chesterfield County,51041,020802050604,James,Virginia,FALSE,Bernards Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.807Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.807Z,,Chesterfield WaterTrends
383,CWT.66,66,,Test site is on the east bank of the creek behind 4620 Melody Court,37.4571,-77.474,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.82Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.82Z,,Chesterfield WaterTrends
384,CWT.67,67,,Test site is on the dock north west of the boat ramp at end of Lake Chesdin Parkway,37.2732,-77.6533,,NAD83,Chesterfield County,51041,020802070803,James,Virginia,FALSE,Nooning Creek-Appomattox River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.82Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.82Z,,Chesterfield WaterTrends
385,CWT.68,68,,Test site is on the observation platform of the dam. ,37.5231,-77.5832,,NAD83,Chesterfield County,51041,020802050607,James,Virginia,FALSE,Little Westham Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.837Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.837Z,,Chesterfield WaterTrends
386,CWT.69,69,,Test site is on the south bank of the creek behind 2831 Defrod Court  ,37.3734,-77.4246,,NAD83,Chesterfield County,51041,020802060103,James,Virginia,FALSE,Proctors Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.853Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.853Z,,Chesterfield WaterTrends
387,CWT.70,70,,Test site is on the north bank of the creek west of the Fox Club Parkway Culvert ,37.411,-77.6966,,NAD83,Chesterfield County,51041,020802070901,James,Virginia,FALSE,Swift Creek Reservoir-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.867Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.867Z,,Chesterfield WaterTrends
388,CWT.71,71,,On the south bank of creek side at the east end of Otterdale Road culvert ,37.4234,-77.7258,,NAD83,Chesterfield County,51041,020802070901,James,Virginia,FALSE,Swift Creek Reservoir-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.883Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.883Z,,Chesterfield WaterTrends
389,CWT.72,72,,On the south bank of creek at the end of the trail approximately 550 feet north west of playground ,37.4584,-77.6144,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.9Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.9Z,,Chesterfield WaterTrends
390,CWT.73,73,,Test site is on the east side of the Chester Road culvert,37.4079,-77.4354,,NAD83,Chesterfield County,51041,020802060103,James,Virginia,FALSE,Proctors Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.913Z,0e16b08a-e094-4183-bf60-77630c971778,2018-09-14T19:28:24.8Z,,Chesterfield WaterTrends
391,CWT.74,74,,Test site is approximately 290 feet southwest of the end of Coby Way ,37.4093,-77.6433,,NAD83,Chesterfield County,51041,020802070902,James,Virginia,FALSE,Third Branch-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.93Z,0e16b08a-e094-4183-bf60-77630c971778,2018-09-14T19:30:36.277Z,,Chesterfield WaterTrends
392,CWT.201,201,,On west shore 50 feet from dam,37.47916,-77.63573,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.947Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.947Z,,Chesterfield WaterTrends
393,CWT.202,202,,Near west shore 150 yards from dam,37.47825,-77.63507,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.96Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.96Z,,Chesterfield WaterTrends
394,CWT.203,203,,Near southwest shore 300 yards from dam 10 feet north of the stump,37.47738,-77.63383,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.977Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.977Z,,Chesterfield WaterTrends
395,CWT.204,204,,off south shore 600 yards from dam,37.47634,-77.6302,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.993Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:18.993Z,,Chesterfield WaterTrends
396,CWT.FCR1,FCR1,,Northern tip of island west of 4310 Reservior Lane,37.4585,-77.4855,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.007Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.007Z,,Chesterfield WaterTrends
397,CWT.FCR2,FCR2,,On a private dock at 4329 Reservoir Lane,37.4586,-77.4832,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.023Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.023Z,,Chesterfield WaterTrends
398,CWT.FCR3,FCR3,,On the dock at 4602 Melody Court,37.4583,-77.4734,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.04Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.04Z,,Chesterfield WaterTrends
399,CWT.FCR4,FCR4,,On the dock at 3820 Lake Hills Drive,37.4622,-77.4688,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.057Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.057Z,,Chesterfield WaterTrends
400,CWT.FCR5,FCR5 ,,On a private dock at 4309 Reservoir Lane,37.4591,-77.4834,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.07Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.07Z,,Chesterfield WaterTrends
401,CWT.FCR6,FCR6,,On a private dock at 4400 Lake Hill Court ,37.4622,-77.4683,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.087Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.087Z,,Chesterfield WaterTrends
402,CWT.FCR7,FCR7,,On a private dock at 4600 Selwood Road,37.4587,-77.4777,,NAD83,Chesterfield County,51041,020802060102,James,Virginia,FALSE,Falling Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.103Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.103Z,,Chesterfield WaterTrends
403,CWT.FCR8,FCR8,,On a private dock at 4600 Melody Court ,37.4854,-77.4732,,NAD83,Richmond city,51760,020802060101,James,Virginia,FALSE,Almond Creek-James River,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.117Z,0e16b08a-e094-4183-bf60-77630c971778,2017-11-09T13:25:19.117Z,,Chesterfield WaterTrends
404,ACB.HAZRUN,HAZRUN,Hazel Run,,38.27963,-77.499828,,NAD83,Fredericksburg city,51630,020801040102,Lower Chesapeake,Virginia,FALSE,Hazel Run-Rappahannock River,Hazel Run immediately upstream of its confluence with Long Branch,TRUE,508ba029-ad85-4dca-bf3a-35bb5672340d,2017-12-04T19:43:38.807Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-02-20T21:08:15.047Z,,Alliance for the Chesapeake Bay; Friends of the Rappahannock
405,ACB.ENGRUN,ENGRUN,England Run,,38.3318,-77.5071,,NAD83,Stafford County,51179,020801040102,Lower Chesapeake,Virginia,FALSE,Hazel Run-Rappahannock River,,TRUE,508ba029-ad85-4dca-bf3a-35bb5672340d,2017-12-05T20:59:01.69Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-02-20T21:08:29.017Z,,Alliance for the Chesapeake Bay; Friends of the Rappahannock
406,CWT.75,75,Little Tomahawk Creek at Agee Terrace,,37.4849,-77.6669,,NAD83,Chesterfield County,51041,020802070901,James,Virginia,FALSE,Swift Creek Reservoir-Swift Creek,,TRUE,0e16b08a-e094-4183-bf60-77630c971778,2017-12-20T21:12:39.327Z,0e16b08a-e094-4183-bf60-77630c971778,2017-12-20T21:12:39.327Z,,Chesterfield WaterTrends
407,RAS.09-PL22-Col-DR27,09-PL22-Col-DR27,,NULL,38.9619362,-77.3236086,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.187Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-02-07T18:23:32.363Z,,Izaak Walton League of America; Reston Association
408,RAS.09-PL01-Col-DR20,09-PL01-Col-DR20,,NULL,38.9632152,-77.3325106,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.517Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T20:15:53.377Z,,Izaak Walton League of America; Reston Association
409,RAS.09-PL21-Sug-SLR4,09-PL21-Sug-SLR4,,NULL,38.9787922,-77.3643976,,NAD83,Fairfax County,51059,020700080905,Potomac,Virginia,FALSE,Sugarland Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.517Z,e0fa8519-5a79-49b0-b291-d48610e28338,2018-07-30T15:55:54.797Z,,Alliance for the Chesapeake Bay; Izaak Walton League of America; Reston Association
410,RAS.09-PL22-Col-DR28,09-PL22-Col-DR28,,NULL,38.9569922,-77.3333976,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.53Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-02-07T18:23:41.72Z,,Izaak Walton League of America; Reston Association
411,RAS.09-PL22-Sna-DR19,09-PL22-Sna-DR19,,NULL,38.9298922,-77.3458976,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.53Z,e0fa8519-5a79-49b0-b291-d48610e28338,2018-07-30T15:56:47.96Z,,Alliance for the Chesapeake Bay; Izaak Walton League of America; Reston Association
412,RAS.09-PL22-Sna-DR29,09-PL22-Sna-DR29,,NULL,38.9366922,-77.3588976,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.547Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-02-07T18:23:57.78Z,,Izaak Walton League of America; Reston Association
413,RAS.09-PL22-Sna-DR3,09-PL22-Sna-DR3,,NULL,38.9337922,-77.3230976,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.563Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-02-07T18:24:10.2Z,,Izaak Walton League of America; Reston Association
414,RAS.09-PL22-Sna-DR30,09-PL22-Sna-DR30,,NULL,38.9288922,-77.3396976,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.563Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-02-07T18:24:20.323Z,,Izaak Walton League of America; Reston Association
415,RAS.09-PL22-The-DR17,09-PL22-The-DR17,,NULL,38.9227922,-77.3453976,,NAD83,Fairfax County,51059,020700081004,Potomac,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.577Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-02-07T18:23:21.1Z,,Izaak Walton League of America; Reston Association
416,RAS.09-PL21-Sug-SLR2,09-PL21-Sug-SLR2,,NULL,38.9591922,-77.3713976,,NAD83,Fairfax County,51059,020700080905,Potomac,Virginia,FALSE,Sugarland Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T13:20:08.593Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2018-01-08T20:16:43.36Z,,Izaak Walton League of America; Reston Association
417,CBF.Ana-PP,Ana-PP,Anacostia River at Poplar Point,,38.86972,-77.00292,,NAD83,District of Columbia,11001,020700100204,Potomac,District of Columbia,TRUE,Lower Anacostia River,,TRUE,e803e54c-5d0f-4b11-bcf7-b131f9b2dce8,2018-01-12T20:41:14.327Z,e803e54c-5d0f-4b11-bcf7-b131f9b2dce8,2018-01-12T20:41:14.327Z,,Chesapeake Bay Foundation
418,ACB.NR2,NR2,North Run at J. Sarg. Reynolds Community College,,37.6377352,-77.4774313,,NAD83,Henrico County,51087,020802060403,James,Virginia,FALSE,Upham Brook,Located along a foot bridge behind the campus of J. Sargent Reynolds Community College in Henrico.,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-01-16T15:25:38.93Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-01-16T15:25:38.93Z,7,Alliance for the Chesapeake Bay
419,PWSWCD.BenLomdPk18,Bull Run_17_PL44_BenLomond1,Bull Run _Ben Lomond Park,,38.799368,-77.47682,,NAD83,Prince William County,51153,020700100703,Potomac,Virginia,FALSE,Middle Bull Run,VOSOS site ""Bull Run_17_PL44_BenLomond1 "",TRUE,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-01-16T20:46:35.713Z,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-06-05T16:43:29.613Z,,Prince William Soil and Water Conservation District
420,PWSWCD.Cedar_Run18,Cedar_Run18,Cedar Run,,38.63292,-77.58835,,NAD83,Fauquier County,51061,020700100604,Potomac,Virginia,FALSE,Walnut Branch-Cedar Run,In the property of Evergreen Acres Farm,TRUE,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-01-16T20:49:09.37Z,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-01-16T20:49:09.37Z,,Prince William Soil and Water Conservation District
421,PWSWCD.Catharpin_LittleBRun18,Catharpin_LittleBRun18,Catharpin Little Bull Run,,38.842616,-77.538629,,NAD83,Prince William County,51153,020700100702,Potomac,Virginia,FALSE,Little Bull Run,In the National Park Service (Battlefield) Property. VASOS Site ""Catharpin Run - Nancy Berlin"",TRUE,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-01-16T20:53:28.297Z,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-06-05T16:45:54.203Z,,Prince William Soil and Water Conservation District
422,PWSWCD.Catharpin_JamesLongPK18,Broad Run-Dawkins Branch-15-PL34-DB1,James S. Long Park,,38.850938,-77.635231,,NAD83,Prince William County,51153,020700100702,Potomac,Virginia,FALSE,Little Bull Run,Near the Nature Center. VASOS Site ""09-PL43-Cat-Catharpin Run"",TRUE,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-01-16T20:55:55.617Z,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-06-05T16:52:34.85Z,,Prince William Soil and Water Conservation District
423,CVTU.LETSPRRUN7.23,LETSPRRUN 7.23,LeTort Spring Run 7.23,LeTort Spring Run 7.23,40.16865,-77.193367,,NAD83,Cumberland County,42041,020503050404,Lower Susquehanna,Pennsylvania,FALSE,Letort Spring Run,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-01-17T20:28:17.17Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-05-21T14:56:35.79Z,7,Cumberland Valley Trout Unlimited
424,CVTU.LETSPRRUN6.66,LETSPRRUN 6.66,LeTort Spring Run 6.66,LeTort Spring Run 6.66,40.17365,-77.188767,,NAD83,Cumberland County,42041,020503050404,Lower Susquehanna,Pennsylvania,FALSE,Letort Spring Run,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-01-17T20:29:02.477Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-05-21T14:56:24.693Z,7,Cumberland Valley Trout Unlimited
425,CVTU.UNTLETSPRRUN0.71,UNTLETSPRRUN 0.71,UNT LeTort Spring Run 0.71,UNT LeTort Spring Run 0.71,40.173767,-77.177667,,NAD83,Cumberland County,42041,020503050404,Lower Susquehanna,Pennsylvania,FALSE,Tributary to Letort Spring Run,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-01-17T20:29:47.883Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-07-17T19:52:54.207Z,7,Cumberland Valley Trout Unlimited
426,ACB.WH,WH,Winter Harbor,,37.3904139,-76.2752188,,NAD83,Mathews County,51115,020801020406,Lower Chesapeake,Virginia,TRUE,Winter Harbor-Lower Chesapeake Bay,"Located at Winter Harbor Landing in the Onemo area of Mathews County, VA.

Directions: Take Route 198 (Buckley Hall Road) into Mathews. Turn right at the stop sign across from the Hardees onto main Street. Follow Main Street through the Business district. Turn left onto Route 611 (Tabernacle road) at the Riverside Convalescent Center. Go ~3 miles. Route 611 turns sharply to the right and name changes to Garden Creek road. Follow Garden Creek road to stop sign at intersection of Bethel Beach road. Go straight onto Old Mill Landing and follow 1/4 mile to end.

Primary Monitor: Jan Towne
First Collection Date: January 2018",TRUE,e0fa8519-5a79-49b0-b291-d48610e28338,2018-01-17T21:13:35.137Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-02-20T21:13:34.357Z,8,Alliance for the Chesapeake Bay; Northern Neck Master Naturalists
